id,root,number,sense,salish,nicodemus,symbol,english,grammar,crossref,variant,cognate,editnote,userId,createdAt,updatedAt
"927","'?'d'","0","6","'s+?'ed+p'","'sch'edp'","''","'late autumn, fall.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.402+00:00'","'2020-08-14T20:51:59.402+00:00'"
"928","'?'d'","0","7","'s+?'e?d'","'sch'e'd'","''","'verge of winter.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.407+00:00'","'2020-08-14T20:51:59.407+00:00'"
"929","'?'d'","0","8","'s+?'í?d'","'sch'i'd'","''","'winter (verge of...).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.416+00:00'","'2020-08-14T20:51:59.416+00:00'"
"930","'?'d'","0","9","'s+can+?'íd'","'stsanch'id'","''","'shade.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.42+00:00'","'2020-08-14T20:51:59.42+00:00'"
"931","'?'d'","0","10","'s+cen+?'íd'","'stsench'id'","''","'shade.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.428+00:00'","'2020-08-14T20:51:59.428+00:00'"
"932","'?'g?l'","0","1","'t+?'íg?l'","'tch'igul'","'?'","'clamber. (lit. He climbed)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:59.434+00:00'","'2020-08-14T20:51:59.434+00:00'"
"933","'?'g?l'","0","2","'t+?'íg?l+n'","'tch'iguln'","''","'step ladder.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.443+00:00'","'2020-08-14T20:51:59.443+00:00'"
"934","'?'g?l'","0","3","'s+t+?'íg?l+n'","'stch'iguln'","''","'ladder, stair. (lit. means of climbing)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.452+00:00'","'2020-08-14T20:51:59.452+00:00'"
"935","'?'g?l'","0","4","'sye+t+?'íg?l'","'syetch'igul'","''","'climber. (lit. One who climbs)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.457+00:00'","'2020-08-14T20:51:59.457+00:00'"
"936","'?'h'","0","1","'?'ih'","'ch'ih'","'?'","'approach, near. (lit. get near)'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:59.463+00:00'","'2020-08-14T20:51:59.463+00:00'"
"937","'?'h'","0","2","'e t+?'íh=et?'","'etch'ihetch'","'//'","'to be right?handed.'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:59.47+00:00'","'2020-08-14T20:51:59.47+00:00'"
"938","'?'h'","0","3","'s+t+?'íh=e?t'","'stch'ihecht'","''","'dextro(o)?, right hand, right?handed (to be...). (dextr(o)?'","'n., vi.'","''","''","null","null","1","'2020-08-14T20:51:59.475+00:00'","'2020-08-14T20:51:59.475+00:00'"
"939","'?'h'","0","4","'?n'?t+?'íh=e?t'","'ch'ntch'ihecht'","''","'(lit. I am right?handed).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:59.484+00:00'","'2020-08-14T20:51:59.484+00:00'"
"940","'?'hy'","0","1","'s+t+?'i·háy=us'","'stch'iihayus'","'?'","'buttercups.'","'pl.n.'","''","''","null","null","1","'2020-08-14T20:51:59.488+00:00'","'2020-08-14T20:51:59.488+00:00'"
"941","'?'l'","0","1","'?'él+e?'","'ch'ele''","'?'","'cradle board.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.497+00:00'","'2020-08-14T20:51:59.497+00:00'"
"942","'?'l'","0","2","'?'el+e?'","'ch'ele''","''","'bark (of a tree), cradleboard.'","'n.'","'[xref ?l?]'","''","null","null","1","'2020-08-14T20:51:59.5+00:00'","'2020-08-14T20:51:59.5+00:00'"
"943","'?'lx?'","0","1","'?'elx?'","'ch'elkhw'","'?'","'(lit. be receptacle with concave surface down).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.504+00:00'","'2020-08-14T20:51:59.504+00:00'"
"944","'?'lx?'","0","2","'e· ?'élx?'","'eech'elkhw'","''","'concave. (lit. It is laid with the vaulted side down)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:59.511+00:00'","'2020-08-14T20:51:59.511+00:00'"
"945","'?'lx?'","0","3","'hn+?'+?'el'x?=i?n''","'hnch'ch'e'lkhwichn''","'//'","'roof (a car...). (lit. concave form as one's back)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.526+00:00'","'2020-08-14T20:51:59.526+00:00'"
"946","'?'lx?'","0","4","'s+?'+?'l'x?=í?x?'","'sch'ch''lkhwi?khw'","''","'tent. (lit. House turned upside down)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.532+00:00'","'2020-08-14T20:51:59.532+00:00'"
"947","'?'lx?'","0","5","'s+can+?'lx?=áp=qn'","'stsanch'lkhwapqn'","''","'canope. (lit. vault covering with the concave side over the head)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.557+00:00'","'2020-08-14T20:51:59.557+00:00'"
"948","'?'lx?'","0","6","'t+?'lx?=íc'e?+n'","'tch'lkhwits'e'n'","''","'eggshell. (lit. the hard (but brittle) outside covering (as on an egg)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.565+00:00'","'2020-08-14T20:51:59.565+00:00'"
"949","'?'lx?'","0","7","'t+?'lx?=íp=?x?'","'tch'lkhwip?khw'","''","'annex. (lit. A building added on to another building)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.576+00:00'","'2020-08-14T20:51:59.576+00:00'"
"950","'?'lx?'","0","8","'e ?et+?'lx?=ín'e?'","'echetch'lkhwi'ne''","''","'wagon (covered). (lit. a wagon with an arched cover, tent over it)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.587+00:00'","'2020-08-14T20:51:59.587+00:00'"
"951","'?'lx?'","0","9","'?'elx??nt?s'","'ch'elkhwnts'","'?'","'(lit. he lay down something (cup, bowl) upside down).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:59.601+00:00'","'2020-08-14T20:51:59.601+00:00'"
"952","'?'lx?'","0","10","'t+?'lx?=íc'e?+is x?a s+p'árk'?=alqs'","'tch'lkhwits'e'is khwa sp'ark'walqs'","'§'","'crust. (lit. covering (crust of turtle'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.608+00:00'","'2020-08-14T20:51:59.608+00:00'"
"953","'?'lx?'","0","1","'hn+?'elax?+emn'","'Hnch'elaqhemn'","'?'","'canyon, Colfax, Washington.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.616+00:00'","'2020-08-14T20:51:59.616+00:00'"
"954","'?'l''","1","1","'hn+?'el'e?'","'hnch'e'le''","'?'","'coyote. (Kalispel)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.62+00:00'","'2020-08-14T20:51:59.62+00:00'"
"955","'?'l''","1","2","'hn+?'+?'a·l'í'","'Hnch'ch'aa'li'","''","'Little Coyote, a medicine man.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.625+00:00'","'2020-08-14T20:51:59.625+00:00'"
"956","'?'l''","2","1","'t+?'l'+el=íne?'","'tch'l'eline''","'?'","'hearing (He has sharp...). (lit. He is alert as to the ears)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.634+00:00'","'2020-08-14T20:51:59.634+00:00'"
"957","'?'m'","1","1","'hn+?'m=ip'","'hnch'mip'","'//'","'bottom.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.638+00:00'","'2020-08-14T20:51:59.638+00:00'"
"958","'?'m'","1","2","'s+?'m=íp=ens'","'sch'mipens'","''","'chin.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.645+00:00'","'2020-08-14T20:51:59.645+00:00'"
"959","'?'m'","1","3","'s+?et+?'ém=cn'","'schetch'emtsn'","''","'upper lip.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.652+00:00'","'2020-08-14T20:51:59.652+00:00'"
"960","'?'m'","1","4","'hn+?'em=up'","'hnch'emup'","''","'buttocks.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.656+00:00'","'2020-08-14T20:51:59.656+00:00'"
"961","'?'m'","1","5","'s+?et+?'ém+?'m=up+s'","'schetch'emch'mups'","''","'buttocks.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.665+00:00'","'2020-08-14T20:51:59.665+00:00'"
"962","'?'m'","1","6","'s+?et+?'m=í?n'=us'","'schetch'mich'nus'","''","'brow, brae. (lit. side of the head)temple'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.668+00:00'","'2020-08-14T20:51:59.668+00:00'"
"963","'?'m'","1","7","'s+?et+?'m=íl'=us'","'schetch'mi'lus'","''","'forehead.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.671+00:00'","'2020-08-14T20:51:59.671+00:00'"
"964","'?'m'","1","8","'s+can+?'m'=ap=qn''","'stsanch''mapq'n'","''","'head (back of...).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.681+00:00'","'2020-08-14T20:51:59.681+00:00'"
"965","'?'m'","1","9","'s+ni?+?'m=áw'as=qn'","'sni'ch'ma'wasqn'","''","'chest. (lit. The top of the head)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.685+00:00'","'2020-08-14T20:51:59.685+00:00'"
"966","'?'m'","1","10","'s+cen+?'em=cn'","'stsench'emtsn'","''","'neck.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.689+00:00'","'2020-08-14T20:51:59.689+00:00'"
"967","'?'m'","1","11","'s+cen+?'ém=us'","'stsench'emus'","''","'cheek.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.695+00:00'","'2020-08-14T20:51:59.695+00:00'"
"968","'?'m'","1","12","'s+cen+?'ém+?'m=us'","'stsench'emch'mus'","''","'cheeks.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.703+00:00'","'2020-08-14T20:51:59.703+00:00'"
"969","'?'m'","1","13","'s+cen+?'m=cín=?t'","'stsench'mtsincht'","''","'wrist.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.718+00:00'","'2020-08-14T20:51:59.718+00:00'"
"970","'?'m'","1","14","'s+cen+?'m+cín=?t'","'stsench'mtsincht'","''","'carpus.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.722+00:00'","'2020-08-14T20:51:59.722+00:00'"
"971","'?'m'","1","15","'s+cen+?'m+p'=cín=?t'","'stsench'mp'tsincht'","''","'bracelet.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.732+00:00'","'2020-08-14T20:51:59.732+00:00'"
"972","'?'m'","1","16","'ul s+cen+?'m=cín=?t'","'ul stsench'mtsincht'","''","'carpal. (anat.)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:59.737+00:00'","'2020-08-14T20:51:59.737+00:00'"
"1448","'g?p'","0","11","'s+t+g?p+t=ós+m=al'qs'","'stguptosma'lqs'","''","'fur coat.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:03.843+00:00'","'2020-08-14T20:52:03.843+00:00'"
"973","'?'m'","1","17","'s+ni?+?'ám=i?qs'","'sni'ch'ami'qs'","''","'nose (surface of the).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.743+00:00'","'2020-08-14T20:51:59.743+00:00'"
"974","'?'m'","1","18","'s+ni?+?'m=ús=?n'","'sni'ch'musshn'","''","'clitoris. (lit. surface (covering) of \'small hill\' at upper end of vulva'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.759+00:00'","'2020-08-14T20:51:59.759+00:00'"
"975","'?'m'","1","19","'s+n+?'ám=alq=?n'","'snch'amalqshn'","''","'crotch. (lit. the surface of fork formed by the junction of legs'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.768+00:00'","'2020-08-14T20:51:59.768+00:00'"
"976","'?'m'","1","20","'s+n+?'ám+?'m=qn'","'snch'amch'mqn'","''","'apices. (lit. tops of heads)'","'pl.n.'","''","''","null","null","1","'2020-08-14T20:51:59.775+00:00'","'2020-08-14T20:51:59.775+00:00'"
"977","'?'m'","1","21","'s+n+?'ám=qn'","'snch'amqn'","''","'apex. (lit. top of the head)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.787+00:00'","'2020-08-14T20:51:59.787+00:00'"
"978","'?'m'","1","22","'hn+?'m=qín=k?e?'","'hnch'mqinkwe''","''","'Coeur d'Alene, Idaho. (lit. water­head)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.797+00:00'","'2020-08-14T20:51:59.797+00:00'"
"979","'?'m'","1","23","'s+n+?'m=í?n''","'snch'mich'n'","''","'back, derriere. (lit. surface of the back)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.808+00:00'","'2020-08-14T20:51:59.808+00:00'"
"980","'?'m'","1","24","'s+n+?'m=í?n'+s'","'snch'mich'ns'","''","'carapace. (lit. the back of a turtle)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.815+00:00'","'2020-08-14T20:51:59.815+00:00'"
"981","'?'m'","1","25","'s+s+?et+?'em=up+s'","'sschetch'emups'","''","'buttocks, breech, hind end.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.819+00:00'","'2020-08-14T20:51:59.819+00:00'"
"982","'?'m'","1","26","'s+t+?'ám=alq=?n'","'stch'amalqshn'","''","'calf. (lit. surface of the leg)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.825+00:00'","'2020-08-14T20:51:59.825+00:00'"
"983","'?'m'","1","27","'s+t+?'ám+?'m=alq=?n'","'stch'amch'malqshn'","''","'legs.'","'pl.n.'","''","''","null","null","1","'2020-08-14T20:51:59.832+00:00'","'2020-08-14T20:51:59.832+00:00'"
"984","'?'m'","1","28","'s+t+?'em=cis'","'stch'emtsis'","''","'beak, bill. (his mouth)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.839+00:00'","'2020-08-14T20:51:59.839+00:00'"
"985","'?'m'","1","29","'s+t+?'ém=cn'","'stch'emtsn'","''","'beak, bill, mouth.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.846+00:00'","'2020-08-14T20:51:59.846+00:00'"
"986","'?'m'","1","30","'s+t+?'ém=g?l'","'stch'emgul'","''","'abdomen, belly.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.854+00:00'","'2020-08-14T20:51:59.854+00:00'"
"987","'?'m'","1","31","'ul s+t+?'ém=g?l'","'ul stch'emgul'","''","'celiac. (of or relating to the abdomen)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:59.859+00:00'","'2020-08-14T20:51:59.859+00:00'"
"988","'?'m'","1","32","'s+?'m=áx?n'","'sch'maqhn'","''","'edge. (lit. extreme border; outer side of arm)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.869+00:00'","'2020-08-14T20:51:59.869+00:00'"
"989","'?'m'","1","33","'s+can+?'m=áx?n'","'stsanch'maqhn'","''","'armpit. (lit. surface of under the arm)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.874+00:00'","'2020-08-14T20:51:59.874+00:00'"
"990","'?'m'","1","34","'s+t+?'om=os=áx?n'","'stch'omosaqhn'","''","'shoulder.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.882+00:00'","'2020-08-14T20:51:59.882+00:00'"
"991","'?'m'","1","35","'s+t+?'m+?'m=ós=ax?n'","'stch'mch'mosaqhn'","''","'shoulders.'","'pl.n.'","''","''","null","null","1","'2020-08-14T20:51:59.89+00:00'","'2020-08-14T20:51:59.89+00:00'"
"992","'?'m'","1","36","'s+cen+?'m=cín=?n'","'stsench'mtsinshn'","''","'ankle.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.899+00:00'","'2020-08-14T20:51:59.899+00:00'"
"993","'?'m'","1","37","'s+cen+?'m+?'m=cín=?n'","'stsench'mch'mtsinshn'","''","'ankles.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.903+00:00'","'2020-08-14T20:51:59.903+00:00'"
"994","'?'m'","1","38","'s+?'m=álpq?+s he t+tm'íx?'","'sch'malpqws he tt'mikhw'","'§'","'craw. (lit. esophagus of a bird)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.909+00:00'","'2020-08-14T20:51:59.909+00:00'"
"995","'?'m'","2","1","'?et+?'m+c=i?x?'","'chetch'mtsi?khw'","'?'","'awning, porch, eaves.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.916+00:00'","'2020-08-14T20:51:59.916+00:00'"
"996","'?'m'","2","2","'s+?et+?'m+c=í?x?'","'schetch'mtsi?khw'","''","'balcony. (lit. surface extending from wall or roof)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.92+00:00'","'2020-08-14T20:51:59.92+00:00'"
"997","'?'m'","2","3","'?s+n+?'ém=ep'","'chsnch'emep'","''","'door, doorway.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.926+00:00'","'2020-08-14T20:51:59.926+00:00'"
"998","'?'m'","2","4","'t+?'m=íp=?x?'","'tch'mip?kwh'","''","'earth (surface of the...), ecology. (lit. outside of a house, surroundings of a house)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.931+00:00'","'2020-08-14T20:51:59.931+00:00'"
"999","'?'m'","2","5","'a+t+?'m=íp=?x?'","'atch'mip?khw'","''","'outdoors, outside.'","'adv.'","''","''","null","null","1","'2020-08-14T20:51:59.943+00:00'","'2020-08-14T20:51:59.943+00:00'"
"1000","'?'m'","2","6","'hn+?'ám=qn'","'hnch'amqn'","''","'brim. (lit. surface of head (of a cup('","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.951+00:00'","'2020-08-14T20:51:59.951+00:00'"
"1001","'?'m'","2","7","'hn+?'ém=en?'","'hnch'emench'","''","'wall. (lit. the surface of the inside)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.957+00:00'","'2020-08-14T20:51:59.957+00:00'"
"1002","'?'m'","2","8","'t+?'m=ásq'it'","'tch'masq'it'","''","'atmosphere, heaven.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.97+00:00'","'2020-08-14T20:51:59.97+00:00'"
"1003","'?'m'","2","9","'t+?'m=asq'it'","'tch'masq'it'","''","'firmamanet, heaven, sky. (lit. vault of the sky)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:59.977+00:00'","'2020-08-14T20:51:59.977+00:00'"
"1004","'?'m'","2","10","'ul ?'m=ásq'it'","'ul ch'masq'it'","''","'celestial. (lit. pertaining to the sky or the heavens)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:59.989+00:00'","'2020-08-14T20:51:59.989+00:00'"
"1005","'?'m'","2","11","'ul+t+?'m=ásq'it'","'ult ch'masq'it'","''","'celestial (lit. pertaining to the sky or the heavens).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:52:00.003+00:00'","'2020-08-14T20:52:00.003+00:00'"
"1006","'?'m'","2","12","'s+t+miy+iy=ípele?+s x?e t+?'m=ásq'it twe tmíx?=ulmx?'","'stmiyiyipele's khwe tch'masq'it twe tmikhulmkhw'","'§'","'cosmography, science of what is in the sky and earth.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.011+00:00'","'2020-08-14T20:52:00.011+00:00'"
"1007","'?'ml'","0","1","'?'imul'","'ch'imul'","'?'","'needle (pine...), pine needle.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.021+00:00'","'2020-08-14T20:52:00.021+00:00'"
"1008","'?'m''","1","1","'?'am''","'ch'a'm'","'?'","'left (...over ,...out).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:52:00.034+00:00'","'2020-08-14T20:52:00.034+00:00'"
"1009","'?'m''","1","2","'?[']am''","'cha'm'","''","'left, remaining.'","'vi.'","''","''","null","null","1","'2020-08-14T20:52:00.045+00:00'","'2020-08-14T20:52:00.045+00:00'"
"1010","'?'m''","2","1","'?'em''","'ch'e'm'","'?'","'dark, dark (to be...), e.g. night.'","'vi.'","''","''","null","null","1","'2020-08-14T20:52:00.053+00:00'","'2020-08-14T20:52:00.053+00:00'"
"1011","'?'m''","2","2","'u· ?'ém''","'uuch'em''","''","'dark (It is...).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:52:00.057+00:00'","'2020-08-14T20:52:00.057+00:00'"
"1012","'?'m''","3","1","'?'ím'+n'","'ch'i'mn'","'?'","'antler, horn.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.068+00:00'","'2020-08-14T20:52:00.068+00:00'"
"1013","'?'m''","3","2","'ul s+x??t'+í? he ?'ím'?is'","'ul sqhwt'i'he ch'i'mis'","'§'","'Capricornus. (lit. a horn that belongs to the goat)'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.074+00:00'","'2020-08-14T20:52:00.074+00:00'"
"1014","'?'m''","4","1","'s+?'ím''","'sch'i'm'","'?'","'marmot, woodchuck.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.081+00:00'","'2020-08-14T20:52:00.081+00:00'"
"1015","'?'m'c?'","0","1","'hn+?'m'cí?'","'Hnch\'mtsi'","'?'","'Clark's Fork, Idaho.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.085+00:00'","'2020-08-14T20:52:00.085+00:00'"
"1016","'?'n'","0","1","'?'in'","'ch'in'","'?'","'dangerous (be...).'","'vi.'","''","''","null","null","1","'2020-08-14T20:52:00.091+00:00'","'2020-08-14T20:52:00.091+00:00'"
"1017","'?'n'","0","2","'?'ín+?'in+t'","'ch'inch'int'","''","'breakneck, danger, dangerous, hazardous (It is...).'","'adj., n., vi.'","''","''","null","null","1","'2020-08-14T20:52:00.096+00:00'","'2020-08-14T20:52:00.096+00:00'"
"1018","'?'n'","0","3","'i+?'in+?'in+m+scút'","'ich'inch'inmstsut'","''","'desperate. (lit. He is putting himself in a very dangerous situation)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:52:00.103+00:00'","'2020-08-14T20:52:00.103+00:00'"
"1019","'?'n'","0","4","'s+?'n+?'n+m+scút'","'sch'nch'nmstsut'","''","'adventure. (lit. endangering oneself)'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.11+00:00'","'2020-08-14T20:52:00.11+00:00'"
"1020","'?'np''","0","1","'?'enp''","'ch'enp''","'?'","'clasp, encircle.'","'vt.'","''","''","null","null","1","'2020-08-14T20:52:00.123+00:00'","'2020-08-14T20:52:00.123+00:00'"
"1021","'?'np''","0","2","'?ynp'=íc'e?'","'chynp'its'e''","'//'","'barrel. (lit. a wooden container held together by hoops)'","'n.'","'[also recorded as ?np']'","''","null","null","1","'2020-08-14T20:52:00.132+00:00'","'2020-08-14T20:52:00.132+00:00'"
"1022","'?'np''","0","3","'?'np'=qín'=?t'","'ch'np'qi'ncht'","''","'annulus, curio.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.141+00:00'","'2020-08-14T20:52:00.141+00:00'"
"1023","'?'np''","0","4","'cen+?'np'=cín=?n'","'tsench'np'tsinshn'","''","'bangle. (lit. anklet)'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.151+00:00'","'2020-08-14T20:52:00.151+00:00'"
"1024","'?'np''","0","5","'s+?'np'=áx?n'","'sch'np'aqhn'","''","'armlet, bracelet.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.154+00:00'","'2020-08-14T20:52:00.154+00:00'"
"1025","'?'np''","0","6","'s+can+?'n'+?'np'=áx?n''","'stsanch''nch''npaqh'n'","''","'vest, corset.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.165+00:00'","'2020-08-14T20:52:00.165+00:00'"
"1026","'?'np''","0","7","'?'enp'?nt?s'","'ch'enp'nts'","'?'","'cuddle, fondle, hug.  (lit. he fondled her, hugged her)'","'vi.'","''","''","null","null","1","'2020-08-14T20:52:00.17+00:00'","'2020-08-14T20:52:00.17+00:00'"
"1027","'?'np''","0","8","'cen+?'np'=cín?t?s'","'sench'np'tsints'","''","'clasp. (lit. He embraced her around the neck)'","'vt.'","''","''","null","null","1","'2020-08-14T20:52:00.175+00:00'","'2020-08-14T20:52:00.175+00:00'"
"1028","'?'np''","0","9","'u+x??al'+a ?'n'p'=qín'=?t'","'uqhwa'la ch\'np'qi'ncht'","'§'","'annular. (lit. It is like a ring)'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.19+00:00'","'2020-08-14T20:52:00.19+00:00'"
"1029","'?'n''","1","1","'?'+?'en'e?'","'ch'ch'e'ne''","'?'","'diminutive, small, bit, a small piece or amount.'","'adj.'","''","':'","null","null","1","'2020-08-14T20:52:00.2+00:00'","'2020-08-14T20:52:00.2+00:00'"
"1030","'?'n''","1","2","'?'n'+n'=úl'umx?'","'Ch''n'nu'lumkhw'","'//'","'Don George's ancestor.'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.211+00:00'","'2020-08-14T20:52:00.211+00:00'"
"1031","'?'n''","1","3","'?'+?'n'e?=il?'","'ch'ch''ne'ilsh'","''","'decrease, grow small. (lit. it became small or smaller)'","'v.'","''","''","null","null","1","'2020-08-14T20:52:00.225+00:00'","'2020-08-14T20:52:00.225+00:00'"
"1032","'?'n''","1","4","'?'n'+?'ne?=cin'+m'n''","'ch'n'ch'ne'tsi'n'm'n'","''","'belittle. (lit. Make small by word of  mouth)'","'v.'","''","''","null","null","1","'2020-08-14T20:52:00.232+00:00'","'2020-08-14T20:52:00.232+00:00'"
"1033","'?'n''","1","5","'hn+?'+?'án'+a?=al'qs'","'hnch'ch'a'na'a'lqs'","''","'cheap, inexpensive. (lit. the road is small (narrow('","'adj.'","''","':'","null","null","1","'2020-08-14T20:52:00.243+00:00'","'2020-08-14T20:52:00.243+00:00'"
"1034","'?'n''","1","6","'?'+?'n'e?=il'??s?n'","'ch'ch''ne'i'lshsn'","'?'","'diminish.'","'vt.'","''","''","null","null","1","'2020-08-14T20:52:00.253+00:00'","'2020-08-14T20:52:00.253+00:00'"
"1035","'?'n''","1","7","'?'+?'n'e?=il'??t?m''","'ch'ch''ne'i'lsht'm'","''","'attenuate.'","'vt.'","''","''","null","null","1","'2020-08-14T20:52:00.258+00:00'","'2020-08-14T20:52:00.258+00:00'"
"1036","'?'n''","1","8","'?'+?'n'e?=il'??t?m'","'ch'ch''ne'i'lshtm'","''","'slender. (lit. he was made smaller)'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.269+00:00'","'2020-08-14T20:52:00.269+00:00'"
"1037","'?'n''","1","9","'?'+?'n'+?'n'e?=cin'+m'?n't?s'","'ch'ch''nch''ne'tsi'n'm'nt'","''","'disparage.'","'vt.'","''","''","null","null","1","'2020-08-14T20:52:00.273+00:00'","'2020-08-14T20:52:00.273+00:00'"
"1038","'?'n''","1","10","'?'+?'n'+?'n'e?=cin'+m'?n't?s'","'ch'ch''nch''ne'tsi'n'm'nts'","''","'belittle (lit. he spoke of him as small or unimportant).'","'vt.'","''","''","null","null","1","'2020-08-14T20:52:00.284+00:00'","'2020-08-14T20:52:00.284+00:00'"
"1039","'?'n''","1","11","'?'+?'en'e? he wl+wlim'","'ch'ch'e'ne' he wlwlim'","'§'","'chicken feed (lit. small money, trifling amount of money).'","'n.'","''","''","null","null","1","'2020-08-14T20:52:00.288+00:00'","'2020-08-14T20:52:00.288+00:00'"
"1040","'?'n''","1","12","'?'n'+?'n'e?=cin'+m'e?+tn?se?s'","'ch''nch''ne'tsi'n'me'tnses'","''","'decry.'","'vi.'","''","''","null","null","1","'2020-08-14T20:52:00.294+00:00'","'2020-08-14T20:52:00.294+00:00'"
"1041","'?'n''","2","1","'?'en''","'ch'e'n'","'?'","'one round object lies.'","'vt.'","''","''","null","null","1","'2020-08-14T20:52:00.301+00:00'","'2020-08-14T20:52:00.301+00:00'"
"1042","'?'n''","2","2","'?'en'+n''","'ch'e'n'n'","''","'it (ball) fell on the ground.'","'vt.'","''","''","null","null","1","'2020-08-14T20:52:00.304+00:00'","'2020-08-14T20:52:00.304+00:00'"
