id,root,number,sense,salish,nicodemus,symbol,english,grammar,crossref,variant,cognate,editnote,userId,createdAt,updatedAt
"1","'a'","0","1","'a'","'a'","'?'","'hello.'","'gr.'","''","''","null","null","1","'2020-08-14T20:51:51.093+00:00'","'2020-08-14T20:51:51.093+00:00'"
"2","'a'","0","2","'a'","'a?'","''","'so. (lit. Is that so?),'","'adv.'","''","''","null","null","1","'2020-08-14T20:51:51.117+00:00'","'2020-08-14T20:51:51.117+00:00'"
"3","'a'","0","3","'a·'","'aaaa...!'","''","'cut out, knock off!, quit, stop. (lit. Cut it out!, Knock it off, quit it, Stop it!),'","'imper.'","''","''","null","null","1","'2020-08-14T20:51:51.126+00:00'","'2020-08-14T20:51:51.126+00:00'"
"4","'a'","0","4","'aye'","'aye'","''","'hey.'","'adv.'","''","''","null","null","1","'2020-08-14T20:51:51.131+00:00'","'2020-08-14T20:51:51.131+00:00'"
"5","'bc'","0","1","'buc'","'buts'","'?'","'boots.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.142+00:00'","'2020-08-14T20:51:51.142+00:00'"
"6","'bc'","0","2","'ec+búc+buc=?n'","'etsbutsbutsshn'","'//'","'boots (to be wearing...). (lit. He is wearing boots)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.152+00:00'","'2020-08-14T20:51:51.152+00:00'"
"7","'bc'","0","3","'s+búc+buc=?n'","'sbutsbutsshn'","''","'boot. (lit. a borrowed root)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.16+00:00'","'2020-08-14T20:51:51.16+00:00'"
"8","'bc'","0","4","'s+búc+buc=?n+m?'","'sbutsbutsshnmsh'","''","'rubber boots (putting on...).'","'vt., pl.n.'","''","''","null","null","1","'2020-08-14T20:51:51.173+00:00'","'2020-08-14T20:51:51.173+00:00'"
"9","'bl'","0","1","'bu·lí'","'buuli'","'?'","'bull.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.178+00:00'","'2020-08-14T20:51:51.178+00:00'"
"10","'bm'","1","1","'bam'","'bam'","'?'","'go (...fast and far), speeded (be...), be versatile.'","'stem vi.'","''","''","null","null","1","'2020-08-14T20:51:51.185+00:00'","'2020-08-14T20:51:51.185+00:00'"
"11","'bm'","1","2","'bam'","'bam'","''","'intoxicated.'","'stem vi.'","''","''","null","null","1","'2020-08-14T20:51:51.196+00:00'","'2020-08-14T20:51:51.196+00:00'"
"12","'bm'","1","3","'bám+bm+t'","'bambmt'","''","'speedy (H/s is...).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:51.207+00:00'","'2020-08-14T20:51:51.207+00:00'"
"13","'bm'","1","4","'bam+p'","'bamp'","''","'speeded (He...), tipsy (He became...).'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.211+00:00'","'2020-08-14T20:51:51.211+00:00'"
"14","'bm'","1","5","'s+bam+p'","'sbamp'","''","'speeding.'","'v.'","''","''","null","null","1","'2020-08-14T20:51:51.228+00:00'","'2020-08-14T20:51:51.228+00:00'"
"15","'bm'","1","6","'ic+bam+p'","'itsbamp'","''","'intoxicated (H/s is being...). (lit. H/s is speeding)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.239+00:00'","'2020-08-14T20:51:51.239+00:00'"
"16","'bm'","1","7","'ni?+b[a]m+p=aw'es'","'ni'bmpa'wes'","'//'","'orgy. (lit. there is speeding or intoxication among them)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.254+00:00'","'2020-08-14T20:51:51.254+00:00'"
"17","'bm'","2","1","'bem'","'bem'","'?'","'buzz.'","'stem vi.'","''","''","null","null","1","'2020-08-14T20:51:51.266+00:00'","'2020-08-14T20:51:51.266+00:00'"
"18","'bm'","2","2","'b[e]m'","'bm'","''","'roar (...of motor or engine).'","'stem vi.'","''","''","null","null","1","'2020-08-14T20:51:51.282+00:00'","'2020-08-14T20:51:51.282+00:00'"
"19","'bm'","2","3","'is+bém+b[m]+i?'","'isbembish'","''","'whirr. (lit. It is...),'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.294+00:00'","'2020-08-14T20:51:51.294+00:00'"
"20","'bm'","2","4","'is+bem+bm+i?'","'isbembmish'","''","'buzz. (lit. It is...)'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.312+00:00'","'2020-08-14T20:51:51.312+00:00'"
"21","'bm'","2","5","'is+bém+bm+i?'","'isbembmish'","''","'hum, humming. (lit. H/s is making humming sounds/purring)'","'vi., vt.'","''","''","null","null","1","'2020-08-14T20:51:51.321+00:00'","'2020-08-14T20:51:51.321+00:00'"
"22","'bm'","2","6","'s+bém+bm+i?'","'sbembmish'","''","'humming, any humming sound.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.328+00:00'","'2020-08-14T20:51:51.328+00:00'"
"23","'bm'","2","7","'s+t+bém+bm'","'stbembm'","''","'bumblebee, hummingbird.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.339+00:00'","'2020-08-14T20:51:51.339+00:00'"
"24","'bm'","2","8","'s+t+bem+bm'","'stbembm'","''","'hummingbird.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.345+00:00'","'2020-08-14T20:51:51.345+00:00'"
"25","'bm'","2","9","'u+b[e]m+m+m'","'ubmmm'","''","'humming (continuous...).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.355+00:00'","'2020-08-14T20:51:51.355+00:00'"
"26","'bn'","0","1","'benéne'","'benene'","'?'","'banana.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.36+00:00'","'2020-08-14T20:51:51.36+00:00'"
"27","'bns'","0","1","'bins'","'bins'","'?'","'bean. (l.w. from Engl.)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.37+00:00'","'2020-08-14T20:51:51.37+00:00'"
"28","'bnwh'","0","1","'s+bi·nwáh=ulumx?'","'Sbiinwahulumkhw'","'//'","'Benewah County. (lit. Benewah land, named after a Coeur d'Alene)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.378+00:00'","'2020-08-14T20:51:51.378+00:00'"
"29","'bs'","0","1","'s+t+bi·só'","'stbiiso'","'?'","'dragonfly.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.389+00:00'","'2020-08-14T20:51:51.389+00:00'"
"30","'btlym'","0","1","'be·tlyém'","'beetlyem'","'?'","'Bethlehem.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.396+00:00'","'2020-08-14T20:51:51.396+00:00'"
"31","'cc'","0","1","'s+?n[t]+coc'","'Schntsots'","'§'","'Canada, British. (Canada (lit. Indian (or peo­ple) of George)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:51.404+00:00'","'2020-08-14T20:51:51.404+00:00'"
"32","'cc'","0","2","'g?? s+?in[t]+cóc'","'gu? schintsots'","''","'Angles. (lit. King George men'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.42+00:00'","'2020-08-14T20:51:51.42+00:00'"
"33","'cc'","0","3","'ul s+?in[t]+cóc'","'ul schintsots'","''","'Anglican. (lit. pertaining to King George's men)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.427+00:00'","'2020-08-14T20:51:51.427+00:00'"
"34","'cc'","0","4","'ul s+?en[t]+cóc ha s+q'?enp''","'ul schentsots ha sq'wenp''","''","'sunset (Canadian...).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.44+00:00'","'2020-08-14T20:51:51.44+00:00'"
"35","'cc'","0","5","'elu+s+x?em=ín? e s+?in[t]+coc'","'elusqheminch e Schntsots'","''","'Anglophobe, (lit. One who does not love England).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.453+00:00'","'2020-08-14T20:51:51.453+00:00'"
"36","'c?'","0","1","'ce?'","'tsech'","'?'","'thunder.'","'stem vi.'","''","''","null","null","1","'2020-08-14T20:51:51.467+00:00'","'2020-08-14T20:51:51.467+00:00'"
"37","'c?''","0","1","'ce?''","'tsech''","''","'lightening striking.'","''","''","''","null","null","1","'2020-08-14T20:51:51.485+00:00'","'2020-08-14T20:51:51.485+00:00'"
"38","'cg?'","1","1","'ceg?'","'tsegw'","'?'","'behave, character (to have...).'","'stem n.'","''","''","null","null","1","'2020-08-14T20:51:51.493+00:00'","'2020-08-14T20:51:51.493+00:00'"
"39","'cg?'","1","2","'ceg?+t'","'tsegwt'","''","'character, custom, nature, structure (the moral or ethical...of a person or group).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.506+00:00'","'2020-08-14T20:51:51.506+00:00'"
"40","'cg?'","1","3","'ceg?+t+s'","'tsegwts'","''","'nature (his...). (lit. the way he was born)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.515+00:00'","'2020-08-14T20:51:51.515+00:00'"
"41","'cg?'","1","4","'cug?=ílt+m'","'tsugwiltm'","'//'","'begat. (lit. H/s begat children)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.526+00:00'","'2020-08-14T20:51:51.526+00:00'"
"42","'cg?'","1","5","'i+cug?=ílt+m?'","'itsugwiltmsh'","''","'breed. (lit. He is producing off­spring)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.535+00:00'","'2020-08-14T20:51:51.535+00:00'"
"43","'cg?'","1","6","'s+cug?=ílt+m'","'stsugwiltm'","''","'begetting offspring.'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.542+00:00'","'2020-08-14T20:51:51.542+00:00'"
"44","'cg?'","1","7","'s+n+cug?+cug?=í?t'","'sntsugwtsugwicht'","''","'burlesque. (lit. imitation)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.552+00:00'","'2020-08-14T20:51:51.552+00:00'"
"45","'cg?'","1","8","'sye+n+cug?+cug?=í?t'","'syentsugwtsugwicht'","''","'copycat, imitator.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.56+00:00'","'2020-08-14T20:51:51.56+00:00'"
"46","'cg?'","1","9","'s+n+ceg?=elt?nún?t'","'sntsegweltnunt'","'?'","'concupiscence. (lit. desire to beget children (morally)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.574+00:00'","'2020-08-14T20:51:51.574+00:00'"
"47","'cg?'","1","10","'s+n+cug?=elt?núm?t'","'sntsugweltnumt'","''","'aphrodisiac. (lit. desire for be­getting offspring, progeny, young)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.581+00:00'","'2020-08-14T20:51:51.581+00:00'"
"48","'cg?'","1","11","'cug?+cug?+ús?n't?s'","'tsugwtsugus'nts'","''","'demonstrate. (lit. He gave him a example)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.595+00:00'","'2020-08-14T20:51:51.595+00:00'"
"49","'cg?'","1","12","'hn+cug?+cug?=í?+s?nt?s'","'hntsugwtsugwichsnts'","''","'copy, emulate, imitate. (lit. He imitated him)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.609+00:00'","'2020-08-14T20:51:51.609+00:00'"
"50","'cg?'","1","13","'s+ceg?+es+?ínt'","'stsegweschint'","'§'","'animal magnetism, archetype. (lit. animal example, model; model for a human being; talisman, anything that has a magical effect)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.62+00:00'","'2020-08-14T20:51:51.62+00:00'"
"51","'cg?'","1","14","'s+ceg?+es+?int'","'stsegweschint'","''","'model (example for a person).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.629+00:00'","'2020-08-14T20:51:51.629+00:00'"
"52","'cg?'","1","15","'s+cug?+cug?+s+?ín't'","'stsugwtsuguschi'nt'","''","'demonstration. (lit. teaching a person by one's own example)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.637+00:00'","'2020-08-14T20:51:51.637+00:00'"
"53","'cg?'","1","16","'g?l+g?l+?+cég?+t'","'gwlgwl?tsegwt'","''","'weird. (lit. He does queer things)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:51.644+00:00'","'2020-08-14T20:51:51.644+00:00'"
"54","'cg?'","1","17","'ti?x?+e?+cég?+t'","'ti'khwe?tsegwt'","''","'acquire (to...). (lit. He acquired a way (habit)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.659+00:00'","'2020-08-14T20:51:51.659+00:00'"
"55","'cg?'","1","18","'e+t'ix?l+m+?+cég?+t'","'et'ikhwlm?tsegwt'","''","'eccentric, odd, queer, strange. (lit. H/s has different ways)'","'vi., adj.'","''","':'","null","null","1","'2020-08-14T20:51:51.673+00:00'","'2020-08-14T20:51:51.673+00:00'"
"56","'cg?'","1","19","'s+t'ix?l+m+?+cég?+t'","'st'ikhwlm?tsegwt'","''","'eccentricity, idiosyncrasy, peculiarity. (eccentricity, idiosyncrasy, peculiarity (lit. differences of a person's ways)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.691+00:00'","'2020-08-14T20:51:51.691+00:00'"
"57","'cg?'","1","20","'t'ix?l+m+?+cég??nt?m'","'t'ikhwlm?tsegwntm'","''","'denature. (lit. He was changed as to his nature)'","'v.'","''","''","null","null","1","'2020-08-14T20:51:51.699+00:00'","'2020-08-14T20:51:51.699+00:00'"
"58","'cg?'","1","21","'sul+sul+?+cég?+t'","'sulsul?tsegwt'","''","'bleak. (lit. He has a somber and gloomy manner (nature('","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.724+00:00'","'2020-08-14T20:51:51.724+00:00'"
"59","'cg?'","1","22","'?'s+e?+cég?+t'","'ch'se?tsegwt'","''","'cad, churl. (lit. He has bad manners?an ungentlemanly man)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.737+00:00'","'2020-08-14T20:51:51.737+00:00'"
"60","'cg?'","1","23","'sl'+sl'+e?+cég?+t'","'s'ls'le?tsegwt'","''","'block?head, chump. (lit. A person who is uncer­tain in his ways)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.741+00:00'","'2020-08-14T20:51:51.741+00:00'"
"61","'cg?'","1","24","'?'s+e?+cég?+t he s+mi?y+em'","'ch'se?tsegwt he smi'yem'","''","'cotquean. (lit. woman of bad manners)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.749+00:00'","'2020-08-14T20:51:51.749+00:00'"
"62","'cg?'","1","25","'ec+me?+m+?+cég?+t'","'etsme'm?tsegwt'","''","'effeminate. (lit. He is delicate or unmanly)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:51.758+00:00'","'2020-08-14T20:51:51.758+00:00'"
"63","'cg?'","1","26","'pin?+ceg?+t'","'pinchtsegwt'","''","'customary, usual.'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:51.763+00:00'","'2020-08-14T20:51:51.763+00:00'"
"64","'cg?'","1","27","'?e+?'is+e?+ceg?+t'","'?ech'ise?tsegwt'","''","'boor. (lit. one who has bad manners)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.775+00:00'","'2020-08-14T20:51:51.775+00:00'"
"65","'cg?'","1","28","'pos+pos+?+cég?+t'","'pospos?tsegwt'","''","'He has comical ways.'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.783+00:00'","'2020-08-14T20:51:51.783+00:00'"
"66","'cg?'","1","29","'q?y'+q?i+?+ceg?t'","'qwu'yqwi?tsegwt'","''","'He has a poor personality. (lit. He is poor as to his nature).'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.793+00:00'","'2020-08-14T20:51:51.793+00:00'"
"67","'cg?'","1","30","'x?es+e?+c?ég?+t'","'qhese?ts'egwt'","''","'courtly, refined. (He has nice manners, he is courtly'","'adj.'","':[also recorded as c?g?]'","''","null","null","1","'2020-08-14T20:51:51.805+00:00'","'2020-08-14T20:51:51.805+00:00'"
"68","'cg?'","2","1","'cug?'","'tsugw'","'?'","'feathered.'","'stem adj.'","''","':'","null","null","1","'2020-08-14T20:51:51.813+00:00'","'2020-08-14T20:51:51.813+00:00'"
"69","'cg?'","2","2","'s+t+cug?+cug?=í?sn'","'sttsugwtsugwi'sn'","'//'","'feather(s).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.822+00:00'","'2020-08-14T20:51:51.822+00:00'"
"70","'ch'","1","1","'cehé'","'tsehe'","'?'","'an example, a specified instance, a case. (lit. See!)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.834+00:00'","'2020-08-14T20:51:51.834+00:00'"
"71","'ch'","1","2","'ceh+t=cín+m?nt?s'","'tsehttsinmnts'","'?'","'allude. (lit. He mentioned it, He alluded to it)'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.845+00:00'","'2020-08-14T20:51:51.845+00:00'"
"72","'ch'","2","1","'s+t+ceh=íp=t?'","'sttsehiptch'","'//'","'thumb.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.864+00:00'","'2020-08-14T20:51:51.864+00:00'"
"73","'ch'","2","2","'t+ceh=í?n''","'ttsehich'n'","''","'ridge (He went along the...).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.871+00:00'","'2020-08-14T20:51:51.871+00:00'"
"74","'ch'","2","3","'t+ceh=í?n''","'ttsehich'n'","''","'went (He...along the ridge).'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.884+00:00'","'2020-08-14T20:51:51.884+00:00'"
"75","'ch'","3","1","'cih'","'tsih'","'?'","'to reach.'","''","''","''","null","null","1","'2020-08-14T20:51:51.894+00:00'","'2020-08-14T20:51:51.894+00:00'"
"76","'ck?'","1","1","'cek?'","'tsekw'","'?'","'pull, drag.'","'stem vt.'","''","''","null","null","1","'2020-08-14T20:51:51.901+00:00'","'2020-08-14T20:51:51.901+00:00'"
"77","'ck?'","1","2","'cék?+k?'","'tsekukw'","''","'to be drawn, attracted.'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.908+00:00'","'2020-08-14T20:51:51.908+00:00'"
"78","'ck?'","1","3","'s+cek?+k?'","'stsekukw'","''","'attraction (lit. state of being pulled).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.925+00:00'","'2020-08-14T20:51:51.925+00:00'"
"79","'ck?'","1","4","'t+cék?+k?+m'","'ttsekukum'","''","'attract. (lit. He was drawn)'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:51.934+00:00'","'2020-08-14T20:51:51.934+00:00'"
"80","'ck?'","1","5","'s+t+cék?+k?+m'","'sttsekukum'","''","'attraction. (lit. state of being pulled)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.943+00:00'","'2020-08-14T20:51:51.943+00:00'"
"81","'ck?'","1","6","'t+cuk?+k?+útm'","'ttsukukutm'","''","'attractive. (lit. capable of drawing (something)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:51.955+00:00'","'2020-08-14T20:51:51.955+00:00'"
"82","'ck?'","1","7","'c+cuk?+m'ín'+n''","'tstsukw'mi'n'n'","''","'bob?sled. (lit. means of dragging, pulling)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:51.963+00:00'","'2020-08-14T20:51:51.963+00:00'"
"83","'ck?'","1","8","'?i+cen+cék??n'","'chitsentsekwn'","'?'","'educe (lit. I drew it out (this way).'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.973+00:00'","'2020-08-14T20:51:51.973+00:00'"
"84","'ck?'","1","9","'hn+cuk?=úl'mx??nt?x?'","'hntsukwu'lmkhwntkhw'","''","'You dug it up.'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.98+00:00'","'2020-08-14T20:51:51.98+00:00'"
"85","'ck?'","1","10","'t+cék??nt?s'","'ttsekwnts'","''","'detract. (lit. He drew it off)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:51.994+00:00'","'2020-08-14T20:51:51.994+00:00'"
"86","'ck?'","1","11","'hn+cuk?=úlmx??nt?s'","'hntsukwulmkhwnts'","''","'he pulled it out of the ground.'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.006+00:00'","'2020-08-14T20:51:52.006+00:00'"
"87","'ck?'","1","12","'t+cuk?=?n=íw'es?nt?m'","'ttsukwshni'wesntm'","''","'banish, debunk. (lit. He was snatched away by the feet)'","'vt.'","''","''","null","null","1","'2020-08-14T20:51:52.015+00:00'","'2020-08-14T20:51:52.015+00:00'"
"88","'ck?'","1","13","'t+cuk?=?n=íw'es?nt?s'","'ttsukwshni'wesnts'","''","'drag away, carry off. (lit. He carried h/h off)'","'vt., v.'","''","''","null","null","1","'2020-08-14T20:51:52.029+00:00'","'2020-08-14T20:51:52.029+00:00'"
"89","'ck?'","2","1","'cik?'","'tsikw'","'?'","'cranium, stupidity. (a cover for the brain, ref. to stupidity)'","'stem n.'","''","''","null","null","1","'2020-08-14T20:51:52.04+00:00'","'2020-08-14T20:51:52.04+00:00'"
"90","'cl'","0","1","'cil=?t'","'tsilcht'","'//'","'five. (lit. 5 fingers)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.059+00:00'","'2020-08-14T20:51:52.059+00:00'"
"91","'cl'","0","2","'cél=?=sq'it'","'Tselchsq'it'","''","'Friday. (lit. five days)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.069+00:00'","'2020-08-14T20:51:52.069+00:00'"
"92","'cl'","0","3","'s+ni?+cl=áw'as=qn'","'sni'tsla'wasqn'","''","'quill (porcupine...over head).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.088+00:00'","'2020-08-14T20:51:52.088+00:00'"
"93","'cl'","0","4","'?upen u? cil'","'upen u? tsil'","'§'","'fifteen.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.099+00:00'","'2020-08-14T20:51:52.099+00:00'"
"94","'cl'","0","5","'cil+?l+?úpen'","'tsilch'lupen'","''","'fifty. (lit. 5 times 10)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.109+00:00'","'2020-08-14T20:51:52.109+00:00'"
"95","'cl''","0","1","'s+cil'+e?+x?élex?'","'stsi'le?qhelekhw'","'§'","'denture. (lit. substitute for teeth)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.124+00:00'","'2020-08-14T20:51:52.124+00:00'"
"96","'cl''","0","2","'s+cil'+e?+s+t'?=ástq'","'stsi'le?st'shastq'","''","'blueberry (lit. a huckleberry substitute).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.136+00:00'","'2020-08-14T20:51:52.136+00:00'"
"97","'c?'","0","1","'s+cú?+m'","'stsu?m'","'?'","'bull, steer.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.142+00:00'","'2020-08-14T20:51:52.142+00:00'"
"98","'c?'","0","2","'s+c+cú?+m''","'ststsu?'m'","''","'bull (young...), bullock, steer (young).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.148+00:00'","'2020-08-14T20:51:52.148+00:00'"
"99","'c?'","0","3","'c+có?+m'=qn''","'Tstso?'mq'n'","'//'","'Little Bull Head. (name of a Flathead Indian)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.157+00:00'","'2020-08-14T20:51:52.157+00:00'"
"100","'c?x?'","0","1","'c(=)e?x?'","'tse?khw'","'?'","'house.'","'stem n.'","'[xref ctx?]'","''","null","null","1","'2020-08-14T20:51:52.163+00:00'","'2020-08-14T20:51:52.163+00:00'"
"101","'c?x?'","0","2","'c(=)i?x?'","'tsi?khw'","''","'house.'","''","''","''","null","null","1","'2020-08-14T20:51:52.178+00:00'","'2020-08-14T20:51:52.178+00:00'"
"102","'c?x?'","0","3","'?et+?m'+cí?x?'","'chetch'mtsi?khw'","''","'porch, eaves, awning.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.187+00:00'","'2020-08-14T20:51:52.187+00:00'"
"103","'cm'","0","1","'cum+t'","'tsumt'","'?'","'prompt. (H/s arrived just on time)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.193+00:00'","'2020-08-14T20:51:52.193+00:00'"
"104","'cm''","1","1","'ci+cem'e?'","'tsitse'me''","'?'","'small, they are small.'","'stem adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.2+00:00'","'2020-08-14T20:51:52.2+00:00'"
"105","'cm''","1","2","'s+c+cm'=íl't'","'ststs'mi'lt'","'//'","'children, offspring.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.209+00:00'","'2020-08-14T20:51:52.209+00:00'"
"106","'cm''","1","3","'c+cm'=íc'e?'","'tsts'mits'e''","''","'midgets, pygmies.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.22+00:00'","'2020-08-14T20:51:52.22+00:00'"
"107","'cm''","1","4","'t+c+cm'e?=ús'","'ttsts'me'us'","''","'beads. (lit. little eyes)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.23+00:00'","'2020-08-14T20:51:52.23+00:00'"
"108","'cm''","1","5","'hn+c+cám'=al'qs+n''","'hntstsa'ma'lqsn''","''","'roads (small...), vegetables.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.245+00:00'","'2020-08-14T20:51:52.245+00:00'"
"109","'cm''","1","6","'elu+s+c+cm'=íl't'","'eluststs'mi'lt'","'§'","'barren, sterile. (lit. H/s has no children)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.256+00:00'","'2020-08-14T20:51:52.256+00:00'"
"110","'cm''","2","1","'s+cóm'=?x?'","'stso'm?khw'","'//'","'longhouse. (lit. house of mats)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.261+00:00'","'2020-08-14T20:51:52.261+00:00'"
"111","'cn'","0","1","'cun'","'tsun'","'?'","'indicate, point, show.'","'stem vt.'","''","''","null","null","1","'2020-08-14T20:51:52.271+00:00'","'2020-08-14T20:51:52.271+00:00'"
"112","'cn'","0","2","'cún=?t+m'","'tsunchtm'","'//'","'pointed (he...with index finger), seven.'","'vt., n.'","''","''","null","null","1","'2020-08-14T20:51:52.278+00:00'","'2020-08-14T20:51:52.278+00:00'"
"113","'cn'","0","3","'?upen u? cun=?t+m'","'upen u? tsunchtm'","'§'","'seventeen.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.293+00:00'","'2020-08-14T20:51:52.293+00:00'"
"114","'cn'","0","4","'cun=?t+m+e·l+?úpen'","'tsunchtmee'lupen'","''","'seventy. (lit. 7 times 10)'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.302+00:00'","'2020-08-14T20:51:52.302+00:00'"
"115","'cnl'","0","1","'cénel'","'tsenel'","'?'","'he, she (It is he or she).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.317+00:00'","'2020-08-14T20:51:52.317+00:00'"
"116","'cnl'","0","2","'ul+cénel'","'ultsenel'","''","'belong. (lit. It belongs to him)'","'vi.'","''","''","null","null","1","'2020-08-14T20:51:52.331+00:00'","'2020-08-14T20:51:52.331+00:00'"
"117","'cnl'","0","3","'cenel+mí+ncut'","'tsenelmintsut'","''","'egocentric. (lit. H/S is by h/h self; regarding self as the center of all things)'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.339+00:00'","'2020-08-14T20:51:52.339+00:00'"
"118","'cnl'","0","4","'e+cenel+mí+ncut'","'etsenelmintsut'","''","'asocial, egotistic, self?centered. (lit. He is usually by himself)'","'vi., adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.345+00:00'","'2020-08-14T20:51:52.345+00:00'"
"119","'cnl'","0","5","'cníl?il?'","'tsnililsh'","'?'","'they (It is...).'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.359+00:00'","'2020-08-14T20:51:52.359+00:00'"
"120","'cnl'","0","6","'ul cníl?l?'","'ul tsnillsh'","''","'theirs (It is...).'","'adj.'","''","':'","null","null","1","'2020-08-14T20:51:52.371+00:00'","'2020-08-14T20:51:52.371+00:00'"
"121","'cnmn'","0","1","'cánmn'","'Tsanmn'","'?'","'chinese.'","'n.'","''","''","null","null","1","'2020-08-14T20:51:52.385+00:00'","'2020-08-14T20:51:52.385+00:00'"
